"","R2m","R2c","model"
"1",0.353696834319966,0.489066566138372,"Mod_1"
"2",0.302008963271867,0.560817227892949,"Mod_2"
"3",0.194951974566262,0.247902853629331,"Mod_3"
"4",0.185310887845527,0.321812412781352,"Mod_4"
"5",0.185310887845527,0.321812412781352,"Mod_5"
